개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,건물소유구분명,건물지상층수,건물지하층수,남성종사자수,다중이용업소여부,데이터갱신시점,도로명주소,발한실여부,사용끝지상층,사용끝지하층,사용시작지상층,사용시작지하층,상세영업상태명,상세영업상태코드,여성종사자수,영업상태코드,욕실수,위생업태명,전화번호,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3510500,3510500-202-1990-00003,1990-01-04,폐업,1996-09-16,.00,,,숭현목욕탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,,,0,0,폐업,02,,03,0,공동탕업,0328752245,,,,170937.199577105    ,439583.065032396    ,인천광역시 미추홀구 도화동 463-1 ,2002-06-22 00:00:00
3510500,3510500-202-1990-00004,1990-10-20,폐업,1996-01-23,.00,,,대성한증막,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,,,,,170223.776975549    ,440449.629540996    ,인천광역시 미추홀구 도화동 618-3 ,2003-03-24 00:00:00
3510500,3510500-202-1991-00001,1991-12-27,폐업,2010-02-01,217.72,,,유원목욕탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,0328853198,,,,168118.188219946    ,439379.172521594    ,인천광역시 미추홀구 용현동 565-18 ,2003-03-11 00:00:00
3510500,3510500-202-1991-00002,1991-08-03,폐업,2004-12-18,.00,,,백운탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,0328824503,,,,167820.320082078    ,439075.999388834    ,인천광역시 미추홀구 용현동 622-62 ,2003-03-12 00:00:00
3510500,3510500-202-1991-00003,1991-07-24,폐업,2010-02-01,417.24,,,화신목욕탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,0,0,0,0,폐업,02,,03,0,공동탕업,0328828100,,,,167469.341566852    ,438838.110718777    ,인천광역시 미추홀구 용현동 627-419 ,2009-09-28 17:10:58
3510500,3510500-202-1992-00001,1992-01-29,폐업,2003-05-12,404.76,,,창성목욕탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,0327731784,,,,168604.811541996    ,440678.950035806    ,인천광역시 미추홀구 숭의동 111-1 ,2003-05-12 00:00:00
3510500,3510500-202-1984-00003,1984-12-21,폐업,1998-07-28,.00,,,안국탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,,,0,0,폐업,02,,03,0,공동탕업,0324285784,,,,172413.26626228     ,438539.767518971    ,인천광역시 미추홀구 주안동 1528-7 ,2002-06-24 00:00:00
3510500,3510500-202-1984-00004,1984-01-27,폐업,2008-03-20,284.98,,,태흥목욕탕,공동탕업,I,자가,2,1,,N,2025-12-15 16:15:28,,N,1,,1,,폐업,02,,03,,공동탕업,0328722268,,,,170165.647787317    ,438900.672222299    ,인천광역시 미추홀구 용현동 76-15 ,2004-02-24 00:00:00
3510500,3510500-202-1984-00005,1984-10-29,폐업,1999-01-29,.00,,,청수탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,,,0,0,폐업,02,,03,0,공동탕업,,,,,167618.132297824    ,439310.223674612    ,인천광역시 미추홀구 용현동 628-1 ,2002-06-22 00:00:00
3510500,3510500-202-1985-00001,1985-11-23,폐업,2000-11-20,315.00,,,은하탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,,,0,0,폐업,02,,03,0,공동탕업,0328638460,,,,172221.526305612    ,440658.352821204    ,인천광역시 미추홀구 주안동 19-129 ,2002-06-24 00:00:00
3510500,3510500-202-1985-00002,1985-09-24,폐업,2008-11-25,422.00,,,광명탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,3,,,,폐업,02,,03,,공동탕업,0324266100,,,,,,"인천광역시 미추홀구 주안동 68-13 ,15 ",2003-03-11 00:00:00
3510500,3510500-202-1985-00004,1985-07-08,폐업,2004-12-22,.00,,,은천목욕탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,,,0,0,폐업,02,,03,0,공동탕업,0328641237,,,,171091.038963004    ,440247.129701784    ,인천광역시 미추홀구 주안동 286-4 ,2002-06-24 00:00:00
3510500,3510500-202-1985-00005,1985-10-30,폐업,2000-12-07,.00,,,유성한증막,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,,,0,0,폐업,02,,03,0,공동탕업,,,,,170012.255467552    ,438648.189316224    ,인천광역시 미추홀구 용현동 81-8 ,2002-06-21 00:00:00
3510500,3510500-202-1986-00001,1986-10-07,폐업,1999-07-20,412.00,,,이화장목욕탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,,,0,0,폐업,02,,03,0,공동탕업,0328738428,,,,172449.365193575    ,440442.370487654    ,인천광역시 미추홀구 주안동 20-29 ,2002-06-24 00:00:00
3510500,3510500-202-1986-00002,1986-11-24,폐업,2005-09-06,364.40,,,한진목욕탕,공동탕업,I,자가,3,,,N,2025-12-15 16:15:28,,N,3,,2,,폐업,02,,03,,공동탕업,,,,,172972.273430622    ,439726.94506262     ,인천광역시 미추홀구 주안동 1593-27 ,2004-02-24 00:00:00
3510500,3510500-202-1986-00003,1986-10-04,폐업,2002-06-01,.00,,,부용탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,,,0,0,폐업,02,,03,0,공동탕업,0328640798,,,,169957.917373303    ,440396.828694891    ,인천광역시 미추홀구 도화동 641-21 ,2002-06-20 00:00:00
3510500,3510500-202-2002-00004,2002-07-09,폐업,2008-12-23,"2,511.91",,,행복한 세상,공동탕업+찜질시설서비스영업,I,,5,1,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업+찜질시설서비스영업,0328754377,,,,,,인천광역시 미추홀구 도화동 550-5 ,2008-05-27 14:52:02
3510500,3510500-202-2002-00006,2002-10-07,폐업,2007-07-16,222.89,,,백암사우나,공동탕업,I,자가,6,1,,N,2025-12-15 16:15:28,,N,3,,1,,폐업,02,,03,2,공동탕업,0324323896,,,,171838.445220011    ,439753.318648544    ,"인천광역시 미추홀구 주안동 179-11 ,13 ",2004-01-09 00:00:00
3510500,3510500-202-2002-00008,2002-10-29,폐업,2010-11-09,"1,261.45",,,비발디랜드,공동탕업+찜질시설서비스영업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업+찜질시설서비스영업,0328863375,,,,167204.792250437    ,438878.69688325     ,인천광역시 미추홀구 용현동 627-106 ,2008-05-27 14:52:31
3510500,3510500-202-2003-00003,2003-09-03,폐업,2013-05-30,167.40,,,도화목욕탕,공동탕업,I,자가,5,1,,N,2025-12-15 16:15:28,,Y,3,,2,,폐업,02,,03,2,공동탕업,0328815175,,,,170000.619261297    ,440646.724298134    ,인천광역시 미추홀구 도화동 93-32 ,2003-10-11 00:00:00
3510500,3510500-202-2003-00004,2003-09-16,폐업,2011-02-16,"2,420.10",,,태평양 워터피아,공동탕업+찜질시설서비스영업,I,임대,8,3,,N,2025-12-15 16:15:28,,N,8,,6,,폐업,02,,03,,공동탕업+찜질시설서비스영업,0328856655,,,,167390.422116589    ,438934.826322859    ,인천광역시 미추홀구 용현동 630-10 ,2008-05-27 14:53:19
3510500,3510500-202-2004-00001,2004-01-30,폐업,2007-06-21,206.85,,,수봉약수탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,,,,,170382.573017629    ,439609.409942435    ,인천광역시 미추홀구 주안동 660-168 ,2006-06-19 00:00:00
3510500,3510500-202-2004-00003,2004-11-06,폐업,2008-04-18,544.00,,,웰빙사우나,공동탕업,I,자가,6,2,,N,2025-12-15 16:15:28,,N,3,,1,,폐업,02,,03,,공동탕업,0328822735,,,,167942.751568945    ,439601.964073888    ,인천광역시 미추홀구 용현동 572-48 ,2007-09-03 17:18:48
3510500,3510500-202-2005-00001,2005-03-22,폐업,2007-03-22,951.88,,,동명불가마사우나,한증막업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,한증막업,,,,,172189.559683408    ,440193.168126933    ,인천광역시 미추홀구 주안동 50-4 ,2005-11-22 00:00:00
3510500,3510500-202-2005-00004,2005-09-26,폐업,2006-03-02,364.40,,,한진목욕탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,0324356070,,,,172972.273430622    ,439726.94506262     ,인천광역시 미추홀구 주안동 1593-27 ,2005-09-26 00:00:00
3510500,3510500-202-2006-00001,2006-01-05,폐업,2016-01-13,331.02,,,뉴인천호텔 사우나,공동탕업,I,자가,,,,N,2025-12-15 16:15:28,인천광역시 미추홀구 인주대로11번길 34-7 (숭의동),N,,,,,폐업,02,,03,2,공동탕업,,,,,168146.960034601    ,440037.113769954    ,인천광역시 미추홀구 숭의동 346-6 ,2016-01-13 15:54:07
3510500,3510500-202-2006-00002,2006-06-26,폐업,2016-10-12,340.28,,,송학목욕탕,공동탕업,I,자가,,,,N,2025-12-15 16:15:28,인천광역시 미추홀구 한나루로412번길 14 (학익동),Y,1,,1,,폐업,02,,03,2,공동탕업,,,,,170369.894924302    ,437991.032461374    ,인천광역시 미추홀구 학익동 265-1 ,2008-04-01 10:07:31
3510500,3510500-202-2009-00001,2009-02-20,폐업,2016-12-28,895.50,,22139,21C 천연보석사우나,공동탕업,I,자가,0,0,,N,2025-12-15 16:15:28,"인천광역시 미추홀구 미추홀대로697번길 22 (주안동,롯데하이텔 지하1층)",N,0,1,0,1,폐업,02,,03,2,공동탕업,0328639995,,,,171492.78718068     ,439802.067612707    ,인천광역시 미추홀구 주안동 204-2 롯데하이텔 지하1층 ,2015-10-01 11:51:28
3510500,3510500-202-2009-00002,2009-08-14,폐업,2020-05-19,329.00,,22228,고전찜질방,공동탕업,I,임대,4,4,,N,2025-12-15 16:15:28,인천광역시 미추홀구 인주대로 438 (주안동),Y,4,0,4,0,폐업,02,6,03,1,공동탕업,0324352198,,,,172093.263304482    ,438781.551935169    ,인천광역시 미추홀구 주안동 1505-2 ,2020-05-19 14:30:05
3510500,3510500-202-2010-00001,2010-09-01,폐업,2022-05-02,985.69,,22184,(주)황룡운모석사우나,공동탕업+찜질시설서비스영업,I,임대,8,2,5,N,2025-12-15 16:15:28,"인천광역시 미추홀구 독배로 379, 황룡빌딩지하 2층 (용현동)",Y,0,2,0,2,폐업,02,3,03,2,공동탕업+찜질시설서비스영업,0328910214,,,,168795.555257217    ,439143.86973711     ,인천광역시 미추홀구 용현동 359-1 황룡빌딩 지하2층 ,2022-05-02 13:58:54
3510500,3510500-202-2011-00001,2011-12-13,폐업,2020-03-30,357.95,,22135,영양칠보석기찜질방,한증막업,I,자가,6,1,,N,2025-12-15 16:15:28,"인천광역시 미추홀구 주안로104번길 37, 4층 401호 (주안동)",N,0,0,4,0,폐업,02,,03,2,한증막업,0326846840,,,,171744.911060394    ,440059.465121776    ,인천광역시 미추홀구 주안동 150-4 세원빌딩 401호,2020-03-30 14:34:05
3510500,3510500-202-2015-00001,2015-05-22,폐업,2021-07-01,791.40,,22164,옥광사우나,공동탕업,I,자가,3,1,2,N,2025-12-15 16:15:28,인천광역시 미추홀구 수봉북로12번길 28 (도화동),Y,,2,,1,폐업,02,3,03,2,공동탕업,0328623293,,,,170025.137002836    ,440365.309349801    ,인천광역시 미추홀구 도화동 634-100 ,2021-07-01 15:04:25
3510500,3510500-202-2015-00002,2015-11-02,폐업,2017-09-01,307.20,,22102,도화목욕탕,공동탕업,I,자가,5,1,1,N,2025-12-15 16:15:28,"인천광역시 미추홀구 석정로228번길 11-34, 2.3층 (도화동)",Y,3,,2,,폐업,02,1,03,2,공동탕업,0328815175,,,,170000.619261297    ,440646.724298134    ,"인천광역시 미추홀구 도화동 93-32 2,3층 ",2017-09-01 17:25:13
3510500,3510500-202-2019-00001,2019-06-03,폐업,2021-12-27,90.00,,22227,토르미,찜질시설서비스영업,I,,0,0,0,N,2025-12-15 16:15:28,"인천광역시 미추홀구 인하로 293, 2층 201호 (주안동)",Y,2,,2,,폐업,02,0,03,0,찜질시설서비스영업,,,,,171683.88604406     ,438493.383011008    ,인천광역시 미추홀구 주안동 1464-31 ,2021-12-27 17:32:45
3510500,3510500-202-1998-00002,1998-02-14,폐업,2000-05-23,302.36,,,석수탕,공동탕업,I,,2,1,,N,2025-12-15 16:15:28,,N,,,2,1,폐업,02,,03,0,공동탕업,028228181,,,,172254.021353574    ,438520.448320473    ,"인천광역시 미추홀구 주안동 1522-26 ,27 ",2001-12-14 00:00:00
3510500,3510500-202-1998-00003,1998-10-02,폐업,2010-02-01,356.45,,,성진목욕탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,Y,,,0,0,폐업,02,,03,0,공동탕업,0324371763,,,,,,인천광역시 미추홀구 문학동 0 42블럭 8롯트 ,2002-06-22 00:00:00
3510500,3510500-202-1998-00004,1998-07-25,폐업,2010-09-27,376.57,,,게르마늄목욕탕,공동탕업,I,자가,6,1,,N,2025-12-15 16:15:28,,N,5,,3,,폐업,02,,03,4,공동탕업,0328883400,,,,168614.480727601    ,440282.404625016    ,"인천광역시 미추홀구 숭의동 159-17 ,18 ",2010-05-14 17:21:57
3510500,3510500-202-1999-00001,1999-05-29,폐업,2008-12-08,937.42,,,미추홀목욕탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,Y,,,,,폐업,02,,03,,공동탕업,0324352040,,,,171784.238680152    ,437398.162711217    ,인천광역시 미추홀구 문학동 366-5 ,2006-11-22 00:00:00
3510500,3510500-202-1999-00002,1999-02-01,폐업,2015-12-11,454.04,,22106,나산여성전용사우나,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,"인천광역시 미추홀구 경인로 221 (도화동,나산아파트 102호)",N,0,0,0,0,폐업,02,,03,0,공동탕업,0328744140,,,,170485.392094194    ,440372.66081765     ,인천광역시 미추홀구 도화동 601-2 나산아파트 102호 ,2015-12-16 16:17:43
3510500,3510500-202-1999-00003,1999-12-21,폐업,2014-07-09,791.40,,22164,옥광대중탕,공동탕업,I,자가,3,1,,N,2025-12-15 16:15:28,인천광역시 미추홀구 수봉북로12번길 28 (도화동),N,2,1,1,1,폐업,02,,03,2,공동탕업,0328644720,,,,170025.137002836    ,440365.309349801    ,인천광역시 미추홀구 도화동 634-100 ,2013-01-03 11:27:45
3510500,3510500-202-2000-00001,2000-10-11,폐업,2009-02-11,951.90,,,천지사우나,공동탕업,I,,3,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,,,,,171289.947382114    ,439607.178115643    ,인천광역시 미추홀구 주안동 507-40 ,2003-04-11 00:00:00
3510500,3510500-202-2000-00003,2000-12-07,폐업,2008-10-10,995.60,,,21세기천연보석사우나,공동탕업,I,자가,13,3,,N,2025-12-15 16:15:28,,N,,1,,1,폐업,02,,03,,공동탕업,,,,,171492.78718068     ,439802.067612707    ,인천광역시 미추홀구 주안동 204-2 지하 ,2008-05-27 14:56:02
3510500,3510500-202-2000-00004,2000-08-21,폐업,2003-09-03,461.44,,,융창목욕탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,0328889007,,,,168820.039189396    ,440273.551275238    ,인천광역시 미추홀구 숭의동 177-29 ,2003-03-19 00:00:00
3510500,3510500-202-2000-00005,2000-11-06,폐업,2006-05-08,410.60,,,그린목욕탕,공동탕업,I,자가,2,2,,N,2025-12-15 16:15:28,,N,1,1,1,1,폐업,02,,03,2,공동탕업,0328650544,,,,169761.140623753    ,437457.198683421    ,인천광역시 미추홀구 학익동 703-2 ,2004-01-09 00:00:00
3510500,3510500-202-2001-00001,2001-02-01,폐업,2004-01-20,.00,,,수봉약수탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,0328734584,,,,170382.573017629    ,439609.409942435    ,인천광역시 미추홀구 주안동 660-168 ,2003-03-10 00:00:00
3510500,3510500-202-2001-00002,2001-04-14,폐업,2024-04-29,"2,225.00",,,자수정사우나,공동탕업+찜질시설서비스영업,I,자가,0,0,,N,2025-12-15 16:15:28,인천광역시 미추홀구 인하로266번길 5 (주안동),N,4,0,2,0,폐업,02,,03,2,공동탕업+찜질시설서비스영업,0328660866,,,,171441.744757412    ,438451.468547591    ,인천광역시 미추홀구 주안동 1315-3 ,2024-04-29 13:34:47
3510500,3510500-202-2001-00003,2001-04-10,폐업,2016-03-22,658.89,,,코스모스사우나,공동탕업,I,,,,,N,2025-12-15 16:15:28,인천광역시 미추홀구 주안중로16번길 50 (주안동),N,,,,,폐업,02,,03,,공동탕업,0324330011,,,,,,인천광역시 미추홀구 주안동 77-4 ,2016-03-22 11:50:53
3510500,3510500-202-2001-00004,2001-11-09,폐업,2012-11-22,350.00,,,주안사우나,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,0324350667,,,,171819.567712007    ,440278.142386624    ,인천광역시 미추홀구 주안동 130-5 ,2012-11-08 13:12:30
3510500,3510500-202-2002-00002,2002-01-07,폐업,2005-04-19,.00,,,보석자수정탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,,,,,,,인천광역시 미추홀구 용현동 627-272 ,2004-07-20 00:00:00
3510500,3510500-202-1992-00004,1992-06-10,폐업,2003-06-02,.00,,,만년목욕탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,Y,,,,,폐업,02,,03,,공동탕업,0328643267,,,,170440.715096636    ,440884.280652264    ,인천광역시 미추홀구 도화동 115-16 ,2003-06-09 00:00:00
3510500,3510500-202-1993-00001,1993-09-21,폐업,2000-12-27,"1,109.78",,,제일목욕탕,공동탕업,I,,,3,,N,2025-12-15 16:15:28,,N,,3,,,폐업,02,,03,,공동탕업,0324224420,,,,172345.52977658     ,439523.859984185    ,인천광역시 미추홀구 주안동 300-3 ,2003-03-11 00:00:00
3510500,3510500-202-1994-00002,1994-11-14,폐업,2005-03-29,578.90,,,친절목욕탕,공동탕업,I,,2,,,N,2025-12-15 16:15:28,,N,3,,2,,폐업,02,,03,,공동탕업,0324345900,,,,171636.287529693    ,438500.329810214    ,인천광역시 미추홀구 주안동 1464-23 ,2003-03-11 00:00:00
3510500,3510500-202-1994-00003,1994-05-07,폐업,1998-02-06,426.71,,,석수대중목욕탕,공동탕업,I,,3,1,,N,2025-12-15 16:15:28,,N,,,3,1,폐업,02,,03,0,공동탕업,0324348466,,,,172254.021353574    ,438520.448320473    ,"인천광역시 미추홀구 주안동 1522-26 ,27 ",2001-12-14 00:00:00
3510500,3510500-202-1994-00004,1994-09-01,폐업,2008-06-13,329.50,,,대영목욕탕,공동탕업,I,,2,,,N,2025-12-15 16:15:28,,N,2,,2,,폐업,02,,03,,공동탕업,0328676666,,,,171582.904300544    ,439879.548598189    ,"인천광역시 미추홀구 주안동 206-10 ,12 ",2003-03-27 00:00:00
3510500,3510500-202-1995-00001,1995-01-23,폐업,2000-07-18,404.49,,,융창목욕탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,0328889007,,,,168820.039189396    ,440273.551275238    ,인천광역시 미추홀구 숭의동 177-29 ,2003-03-13 00:00:00
3510500,3510500-202-1995-00002,1995-11-06,폐업,2007-09-12,309.89,,,대림목욕탕,공동탕업,I,자가,3,,,N,2025-12-15 16:15:28,,N,2,,1,,폐업,02,,03,,공동탕업,0328889619,,,,167642.303442643    ,438837.42395102     ,인천광역시 미추홀구 용현동 627-150 ,2004-02-24 00:00:00
3510500,3510500-202-1995-00003,1995-08-30,폐업,2000-06-07,508.56,,,순일대중목욕탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,Y,,,,,폐업,02,,03,2,공동탕업,0328756643,,,,170889.020510422    ,440706.103633615    ,인천광역시 미추홀구 도화동 119-43 ,2003-03-13 00:00:00
3510500,3510500-202-1996-00002,1996-02-15,폐업,2010-06-22,466.93,,,신비대중목욕탕,공동탕업,I,자가,4,,,N,2025-12-15 16:15:28,,Y,3,,2,,폐업,02,,03,2,공동탕업,0324294671,,,,172845.384768696    ,437815.588236723    ,인천광역시 미추홀구 관교동 394-9 ,2009-03-31 10:55:19
3510500,3510500-202-1997-00001,1997-12-08,폐업,2003-08-28,203.79,,,도화목욕탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,Y,,,,,폐업,02,,03,,공동탕업,0328815175,,,,170000.619261297    ,440646.724298134    ,인천광역시 미추홀구 도화동 93-32 ,2003-08-28 00:00:00
3510500,3510500-202-1998-00001,1998-01-19,폐업,2008-06-16,"1,090.63",,,동경스포렉스(주)목욕탕,공동탕업,I,,,1,,N,2025-12-15 16:15:28,,N,,1,,,폐업,02,,03,,공동탕업,0324322344,,,,171627.141181384    ,438759.048179785    ,인천광역시 미추홀구 주안동 1467 ,2003-12-16 00:00:00
3510500,3510500-202-2004-00002,2004-04-14,폐업,2026-02-04,"4,024.00",,22120,스파시스,공동탕업+찜질시설서비스영업,I,,0,0,,Y,2026-02-05 22:56:35,"인천광역시 미추홀구 경인로 263 (도화동,(1,2,3,4층))",N,2,0,1,0,폐업,02,,03,2,공동탕업+찜질시설서비스영업,0328664545,,,,170872.071607599    ,440120.899994382    ,"인천광역시 미추홀구 도화동 548-21 (1,2,3,4층) ",2026-02-04 14:16:23
3510500,3510500-202-1967-00001,1967-11-10,폐업,2009-02-11,212.87,,,대중탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,0328845421,,,,168146.365824202    ,440261.458075931    ,인천광역시 미추홀구 숭의동 435-6 ,2003-03-27 00:00:00
3510500,3510500-202-1967-00002,1967-11-10,폐업,1997-06-26,.00,,,동경탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,,,0,0,폐업,02,,03,0,공동탕업,,,,,,,인천광역시 미추홀구 도화동 383-8 ,2002-06-22 00:00:00
3510500,3510500-202-1968-00001,1968-12-17,폐업,1999-03-05,.00,,,조일목욕탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,,,0,0,폐업,02,,03,0,공동탕업,,,,,,,인천광역시 미추홀구 숭의동 104 ,2002-06-21 00:00:00
3510500,3510500-202-1969-00001,1969-11-20,폐업,2005-07-26,304.00,,,송학탕,공동탕업,I,자가,2,,,N,2025-12-15 16:15:28,,N,1,,1,,폐업,02,,03,2,공동탕업,0328752013,,,,,,인천광역시 미추홀구 학익동 265 ,2004-01-09 00:00:00
3510500,3510500-202-1970-00001,1970-10-15,폐업,2009-12-01,177.19,,,수궁목욕탕,공동탕업,I,자가,1,,,N,2025-12-15 16:15:28,,N,1,,1,,폐업,02,,03,2,공동탕업,0324254733,,,,171811.33172991     ,439338.026393983    ,인천광역시 미추홀구 주안동 422-32 ,2004-02-24 00:00:00
3510500,3510500-202-1981-00003,1981-01-28,폐업,2005-03-29,.00,,,새로나목욕탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,3,,,폐업,02,,03,,공동탕업,,,,,,,인천광역시 미추홀구 주안동 975-9 ,2003-03-11 00:00:00
3510500,3510500-202-1970-00002,1970-10-30,폐업,1998-06-17,.00,,,온정탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,,,0,0,폐업,02,,03,0,공동탕업,,,,,,,인천광역시 미추홀구 숭의동 60 ,2002-06-21 00:00:00
3510500,3510500-202-1970-00003,1970-10-13,폐업,2018-04-02,210.00,,22179,용현목욕탕,공동탕업,I,자가,2,0,,N,2025-12-15 16:15:28,인천광역시 미추홀구 독정이로33번길 7 (용현동),N,1,0,1,0,폐업,02,,03,2,공동탕업,0328834852,,,,169267.307398591    ,439667.635375085    ,인천광역시 미추홀구 용현동 492-12 ,2018-04-04 10:26:51
3510500,3510500-202-1971-00001,1971-08-26,폐업,2002-03-13,.00,,,대호목욕탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,,,0,0,폐업,02,,03,0,공동탕업,0328751477,,,,171130.720792784    ,439243.341836231    ,인천광역시 미추홀구 주안동 557-24 ,2002-06-24 00:00:00
3510500,3510500-202-1981-00005,1981-07-30,폐업,2004-03-04,.00,,,다호한증막,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,0324246942,,,,172037.631751794    ,439636.148474972    ,인천광역시 미추홀구 주안동 79-6 ,2004-03-04 00:00:00
3510500,3510500-202-1981-00006,1981-07-30,폐업,2002-12-30,.00,,,다호탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,,,,,폐업,02,,03,,공동탕업,0324246942,,,,172037.631751794    ,439636.148474972    ,인천광역시 미추홀구 주안동 79-6 ,2003-02-18 00:00:00
3510500,3510500-202-1981-00007,1981-11-13,폐업,1996-06-26,.00,,,동일목욕탕,공동탕업,I,,0,0,,N,2025-12-15 16:15:28,,N,,,0,0,폐업,02,,03,0,공동탕업,,,,,,,인천광역시 미추홀구 숭의동 362-4 ,2002-06-20 00:00:00
3510500,3510500-202-1981-00009,1981-01-28,폐업,2004-07-07,330.32,,,약수목욕탕,공동탕업,I,자가,3,1,,N,2025-12-15 16:15:28,,N,2,,1,,폐업,02,,03,2,공동탕업,0328620807,,,,170719.015087943    ,437636.515296405    ,인천광역시 미추홀구 학익동 660-1 ,2004-01-09 00:00:00
3510500,3510500-202-1982-00001,1982-10-28,폐업,2004-03-19,.00,,,세일목욕탕,공동탕업,I,,,,,N,2025-12-15 16:15:28,,N,3,,,,폐업,02,,03,,공동탕업,,,,,172582.09297773     ,439707.078912558    ,인천광역시 미추홀구 주안동 951-13 ,2003-03-11 00:00:00
3510500,3510500-202-1982-00002,1982-12-03,폐업,2018-03-01,248.38,,22181,양지목욕탕,공동탕업,I,자가,3,,,N,2025-12-15 16:15:28,인천광역시 미추홀구 수봉남로6번길 143 (용현동),N,2,,1,,폐업,02,,03,4,공동탕업,0328622762,,,,170170.698733157    ,439363.67696963     ,인천광역시 미추홀구 용현동 116-39 ,2018-06-18 09:28:19
3510500,3510500-202-1983-00002,1983-06-25,폐업,2012-11-15,255.00,,,우일목욕탕,공동탕업,I,자가,,,,N,2025-12-15 16:15:28,,Y,2,,1,,폐업,02,,03,2,공동탕업,0328842473,,,,168564.051781755    ,439565.657225511    ,인천광역시 미추홀구 용현동 488-88 ,2012-11-08 13:09:28
3510500,3510500-202-1983-00003,1983-11-08,폐업,2009-10-09,384.00,,,금화목욕탕,공동탕업,I,자가,3,,,N,2025-12-15 16:15:28,,N,2,,1,,폐업,02,,03,2,공동탕업,0328754069,,,,169765.902291725    ,439044.320581594    ,인천광역시 미추홀구 용현동 183-12 ,2004-01-09 00:00:00
3510500,3510500-202-1983-00004,1983-10-17,폐업,2006-07-21,373.68,,,덕원목욕탕,공동탕업,I,자가,4,1,,N,2025-12-15 16:15:28,,Y,2,,1,,폐업,02,,03,2,공동탕업,0327731220,,,,,,인천광역시 미추홀구 도화동 19-4 ,2004-01-09 00:00:00
3510500,3510500-202-1983-00005,1983-05-17,폐업,2011-03-29,350.00,,,은성목욕탕,공동탕업,I,임대,3,1,,N,2025-12-15 16:15:28,,N,2,,1,,폐업,02,,03,2,공동탕업,0328645878,,,,170960.661347484    ,438628.678663444    ,인천광역시 미추홀구 주안동 1418-126 ,2009-06-09 11:07:46
